iterations,fitness,time,fevals
0,0.0197471484018,0.00136477,11
10,0.020607128997,0.002620036,21
20,0.0213318484424,0.003831102,31
30,0.0215773060125,0.005036308,41
40,0.0215773060125,0.006192739,51
50,0.022475480654,0.007340385,61
60,0.0234763012764,0.008505438,71
70,0.0255363412586,0.009646432,81
80,0.0261797288805,0.010023805,91
90,0.0264274616306,0.010248027,101
100,0.0273733451822,0.010467975,111
110,0.027476837342,0.010670938,121
120,0.0274904668635,0.01091419,131
130,0.027690166897,0.01112285,141
140,0.0279131417885,0.011323458,151
150,0.027992447826,0.01183275,161
160,0.0280463025812,0.01193827,171
170,0.0280846742468,0.012025106,181
180,0.0282555173291,0.012104155,191
190,0.0284168272531,0.012214448,201
200,0.0285365852466,0.012298626,211
210,0.0285365852466,0.012373824,221
220,0.0293540455654,0.012456173,231
230,0.0294607509261,0.012536154,241
240,0.0296211121692,0.012620971,251
250,0.0296231174271,0.012708409,261
260,0.0302967301205,0.012801217,271
270,0.0306423522756,0.012878515,281
280,0.0309783163659,0.012964591,291
290,0.0309937914563,0.013043422,301
300,0.0309937914563,0.013122841,311
310,0.0313676264102,0.013202425,321
320,0.0313676264102,0.013367064,331
330,0.0313676264102,0.013513038,341
340,0.0313676264102,0.01360136,351
350,0.0315539974338,0.013679231,361
360,0.0325290177294,0.013755755,371
370,0.032629761163,0.013837727,381
380,0.032790541405,0.013939181,391
390,0.0329671776544,0.014064072,401
400,0.0329671776544,0.014139454,411
410,0.0329816207783,0.014212829,421
420,0.0335806895942,0.014295166,431
430,0.0335806895942,0.014370626,441
440,0.034203999194,0.014443928,451
450,0.0346789812143,0.014522641,461
460,0.0346789812143,0.0146,471
470,0.0349149362099,0.014682081,481
480,0.0350281467496,0.014759726,491
490,0.035333672841,0.014839549,501
500,0.0354726486223,0.01492157,511
510,0.0356015846721,0.015035489,521
520,0.0358683192772,0.015207149,531
530,0.0362296984787,0.015331858,541
540,0.0362296984787,0.015427149,551
550,0.0362296984787,0.015521344,561
560,0.0362367651073,0.015613085,571
570,0.0365407113792,0.015765153,581
580,0.0370599866631,0.015876701,591
590,0.0383507636094,0.015968369,601
600,0.0383507636094,0.016058957,611
610,0.0383507636094,0.016142328,621
620,0.0389847103066,0.016232145,631
630,0.0389847103066,0.016359224,641
640,0.0389847103066,0.016508245,651
650,0.0389847103066,0.016599117,661
660,0.0391757393598,0.016664531,671
670,0.0391757393598,0.016731326,681
680,0.0391757393598,0.016796558,691
690,0.0391757393598,0.016885683,701
700,0.039454109958,0.016952919,711
710,0.039454109958,0.017021717,721
720,0.0397868041275,0.017119685,731
730,0.0398767485132,0.0171872,741
740,0.0398767485132,0.017257726,751
750,0.0398767485132,0.01732745,761
760,0.0398767485132,0.017449817,771
770,0.0401956638754,0.017549147,781
780,0.0401956638754,0.017623501,791
790,0.0401956638754,0.017688698,801
800,0.0401956638754,0.017756762,811
810,0.0401956638754,0.017937326,821
820,0.0401956638754,0.018071361,831
830,0.0403073425346,0.018145311,841
840,0.0403073425346,0.018261086,851
850,0.0403073425346,0.018341886,861
860,0.0403073425346,0.01840967,871
870,0.0403073425346,0.018510523,881
880,0.0403073425346,0.018623551,891
890,0.0403073425346,0.018726277,901
900,0.0403073425346,0.01880021,911
910,0.0407035817738,0.018866248,921
920,0.0407305911677,0.018930932,931
930,0.0408369085259,0.018995048,941
940,0.0412877078286,0.01906031,951
950,0.0412877078286,0.019130008,961
960,0.0412877078286,0.019201198,971
970,0.0417769394957,0.019270416,981
980,0.0417769394957,0.019347295,991
990,0.0417769394957,0.019421659,1001
1000,0.0417769394957,0.019491382,1011
1010,0.0419149408248,0.019554329,1021
1020,0.0421279247379,0.019706657,1031
1030,0.0421279247379,0.019794572,1041
1040,0.0421279247379,0.019896164,1051
1050,0.0421279247379,0.019982943,1061
1060,0.0421279247379,0.020074385,1071
1070,0.0421279247379,0.020150618,1081
1080,0.0422559977709,0.020233003,1091
1090,0.0422559977709,0.020304367,1101
1100,0.0424458008106,0.020380694,1111
1110,0.0424458008106,0.020491937,1121
1120,0.0424458008106,0.020571948,1131
1130,0.0424458008106,0.020651237,1141
1140,0.0424458008106,0.020726243,1151
1150,0.0426134718037,0.020818146,1161
1160,0.0426134718037,0.02089449,1171
1170,0.0434884345598,0.020974982,1181
1180,0.0436319067529,0.021039154,1191
1190,0.0437489304644,0.021108272,1201
1200,0.0437489304644,0.021174602,1211
1210,0.0437489304644,0.02130256,1221
1220,0.0439006126328,0.021369848,1231
1230,0.0439562559677,0.021459712,1241
1240,0.0439562559677,0.021546609,1251
1250,0.0439562559677,0.021628711,1261
1260,0.0439562559677,0.021720637,1271
1270,0.0439562559677,0.021842252,1281
1280,0.0441294181787,0.021909002,1291
1290,0.0444985797317,0.021973033,1301
1300,0.0449947343269,0.02203372,1311
1310,0.0449947343269,0.022092996,1321
1320,0.0449947343269,0.022153052,1331
1330,0.0449947343269,0.022211676,1341
1340,0.0449947343269,0.022274292,1351
1350,0.0449947343269,0.02233853,1361
1360,0.0449970299711,0.022397841,1371
1370,0.0465078708572,0.02245994,1381
1380,0.0465078708572,0.022519523,1391
1390,0.0466194944789,0.022579234,1401
1400,0.0466194944789,0.02264036,1411
1410,0.0466194944789,0.02270038,1421
1420,0.046843212549,0.022762398,1431
1430,0.046843212549,0.022845156,1441
1440,0.0469565923245,0.022905079,1451
1450,0.0469565923245,0.022964409,1461
1460,0.0473470251903,0.023027968,1471
1470,0.0473470251903,0.023091327,1481
1480,0.0473470251903,0.023150303,1491
1490,0.0473470251903,0.023209476,1501
1500,0.0473470251903,0.023312606,1511
1510,0.0474486061693,0.023413882,1521
1520,0.0474966800311,0.023472718,1531
1530,0.0478851035359,0.023534849,1541
1540,0.0482035455956,0.023597825,1551
1550,0.0482035455956,0.023657622,1561
1560,0.0482308371933,0.023716468,1571
1570,0.0482308371933,0.02383739,1581
1580,0.0482308371933,0.023901368,1591
1590,0.0482308371933,0.024118326,1601
1600,0.0482308371933,0.024203409,1611
1610,0.0482308371933,0.024306504,1621
1620,0.0482308371933,0.024381629,1631
1630,0.0482592474398,0.024458829,1641
1640,0.0482592474398,0.024533142,1651
1650,0.0483031317917,0.024669673,1661
1660,0.0494795566087,0.024744052,1671
1670,0.0494795566087,0.024819559,1681
1680,0.0494795566087,0.024894706,1691
1690,0.0498968558595,0.024969451,1701
1700,0.0498968558595,0.025130016,1711
1710,0.050527656848,0.025205434,1721
1720,0.050527656848,0.025332559,1731
1730,0.050527656848,0.025401891,1741
1740,0.050527656848,0.025462292,1751
1750,0.050527656848,0.02554984,1761
1760,0.050763370295,0.025696302,1771
1770,0.0508763181257,0.025863796,1781
1780,0.0508851428483,0.026090351,1791
1790,0.0510421718214,0.026160479,1801
1800,0.0510421718214,0.026280327,1811
1810,0.0510421718214,0.026354615,1821
1820,0.0511777010778,0.026412686,1831
1830,0.0511777010778,0.026471163,1841
1840,0.0511777010778,0.026528441,1851
1850,0.0511777010778,0.026583792,1861
1860,0.0511777010778,0.026639244,1871
1870,0.0511777010778,0.026738675,1881
1880,0.0511777010778,0.026794436,1891
1890,0.0511777010778,0.026853487,1901
1900,0.0511777010778,0.026913611,1911
1910,0.0515102752178,0.026973534,1921
1920,0.0518297209595,0.027031888,1931
1930,0.0518297209595,0.02708936,1941
1940,0.0518297209595,0.027148051,1951
1950,0.0518297209595,0.02725303,1961
1960,0.0518297209595,0.027310859,1971
1970,0.052003426585,0.027369174,1981
1980,0.052003426585,0.027426839,1991
1990,0.052003426585,0.027485974,2001
2000,0.052003426585,0.02754305,2011
2010,0.052003426585,0.02760428,2021
2020,0.0521047646913,0.02767681,2031
2030,0.0521047646913,0.027736178,2041
2040,0.0527618075155,0.027773582,2051
2050,0.0527618075155,0.027806846,2061
2060,0.0527618075155,0.02783485,2071
2070,0.0527618075155,0.027861451,2081
2080,0.0527618075155,0.027887349,2091
2090,0.0527618075155,0.027914874,2101
2100,0.0527618075155,0.027940653,2111
2110,0.0530228114723,0.027996821,2121
2120,0.0532673366206,0.028022358,2131
2130,0.0532673366206,0.028048184,2141
2140,0.0532673366206,0.028073211,2151
2150,0.0532673366206,0.028099698,2161
2160,0.0535181059007,0.028126229,2171
2170,0.0535181059007,0.028168368,2181
2180,0.0539478238757,0.028188604,2191
2190,0.054087498443,0.028209137,2201
2200,0.0546523439726,0.028227481,2211
2210,0.0546523439726,0.028248707,2221
2220,0.0546523439726,0.028268157,2231
2230,0.0546523439726,0.02828756,2241
2240,0.0546523439726,0.028307609,2251
2250,0.0550578225019,0.028328455,2261
2260,0.0550578225019,0.028350402,2271
2270,0.0550578225019,0.028369859,2281
2280,0.0550578225019,0.028389161,2291
2290,0.0550578225019,0.028407656,2301
2300,0.0550578225019,0.028427477,2311
2310,0.0550578225019,0.028448958,2321
2320,0.0550578225019,0.028467721,2331
2330,0.0550578225019,0.0285035,2341
2340,0.0550578225019,0.028535094,2351
2350,0.0550578225019,0.028567069,2361
2360,0.0550578225019,0.028590296,2371
2370,0.0550578225019,0.028610933,2381
2380,0.0550578225019,0.02863077,2391
2390,0.0550578225019,0.028658879,2401
2400,0.0551436127171,0.02867883,2411
2410,0.0551436127171,0.02870025,2421
2420,0.0554253457389,0.028727258,2431
2430,0.0554253457389,0.028751355,2441
2440,0.0554253457389,0.028773371,2451
2450,0.0556979025823,0.028793654,2461
2460,0.0556979025823,0.02881676,2471
2470,0.0556979025823,0.028837924,2481
2480,0.0556979025823,0.028861339,2491
2490,0.0556979025823,0.028883842,2501
2500,0.0556979025823,0.028906942,2511
2510,0.0556979025823,0.028930416,2521
2520,0.0556979025823,0.02895157,2531
2530,0.055988316151,0.028972547,2541
2540,0.0565877034918,0.0290162,2551
2550,0.0565877034918,0.029055451,2561
2560,0.0565877034918,0.029086747,2571
2570,0.0565877034918,0.029110637,2581
2580,0.0565877034918,0.029133493,2591
2590,0.0565877034918,0.029155357,2601
2600,0.0565877034918,0.029182573,2611
2610,0.0565877034918,0.029209474,2621
2620,0.0565877034918,0.029231563,2631
2630,0.0565877034918,0.029253762,2641
2640,0.0565877034918,0.029276517,2651
2650,0.0565877034918,0.029300969,2661
2660,0.0565877034918,0.029324273,2671
2670,0.0568276952697,0.029346997,2681
2680,0.0568276952697,0.029368043,2691
2690,0.0568276952697,0.029388248,2701
2700,0.0568276952697,0.02941274,2711
2710,0.0568276952697,0.02945141,2721
2720,0.0568276952697,0.029489856,2731
2730,0.0568276952697,0.029528996,2741
2740,0.0568276952697,0.029570437,2751
2750,0.0568276952697,0.029604868,2761
2760,0.0569291787511,0.029626845,2771
2770,0.0569291787511,0.029648512,2781
2780,0.0569291787511,0.029680951,2791
2790,0.0575707027885,0.029709034,2801
2800,0.0575747853508,0.029736622,2811
2810,0.0575747853508,0.029769231,2821
2820,0.0576012811463,0.029801531,2831
2830,0.0576012811463,0.029831113,2841
2840,0.0576012811463,0.029849042,2851
2850,0.0576012811463,0.029867754,2861
2860,0.0576012811463,0.02988648,2871
2870,0.0576012811463,0.029904831,2881
2880,0.0576012811463,0.029922466,2891
2890,0.0576012811463,0.02994121,2901
2900,0.0576012811463,0.029959509,2911
2910,0.0576012811463,0.029987139,2921
2920,0.0576012811463,0.030005274,2931
2930,0.0576012811463,0.030022754,2941
2940,0.0576012811463,0.030040914,2951
2950,0.0576012811463,0.030059267,2961
2960,0.0576012811463,0.03007735,2971
2970,0.0576012811463,0.030095393,2981
2980,0.0576012811463,0.030113004,2991
2990,0.0576012811463,0.030131477,3001
3000,0.0576012811463,0.030149309,3011
