iterations,fitness,time,fevals
0,0.03715044192,0.003263863,686
10,0.040173669101,0.006954218,1265
20,0.0478431687027,0.009804239,1850
30,0.0505582703144,0.012836802,2431
40,0.054823755446,0.016224886,3008
50,0.0631048432395,0.019354397,3579
60,0.0634114862101,0.022478888,4158
70,0.0584232351825,0.025156603,4741
80,0.0643908080346,0.028260432,5332
90,0.0649196224887,0.031317185,5902
100,0.0600360609267,0.034274576,6466
110,0.0673032424636,0.037308186,7051
120,0.06635459297,0.039723373,7624
130,0.0657882490211,0.042640113,8189
140,0.0752434770992,0.045858657,8754
150,0.0713714725395,0.048757892,9327
160,0.072850675153,0.051740747,9899
170,0.0717988726234,0.054702838,10484
180,0.083382760821,0.057298086,11069
190,0.0813574070302,0.060064895,11659
200,0.0790251739096,0.062839331,12229
210,0.0799720980315,0.065855559,12793
220,0.0739377270259,0.070573824,13360
230,0.0767698646368,0.072709525,13938
240,0.0687927720863,0.075393872,14512
250,0.0657555006108,0.078069524,15098
260,0.067708478941,0.080833979,15687
270,0.0702591423476,0.083711659,16263
280,0.0726034497206,0.087039204,16832
290,0.0689629581312,0.089131723,17404
300,0.0741427958065,0.091278376,17968
310,0.0761685377051,0.093407486,18523
320,0.0692893556595,0.095449726,19096
330,0.0710700210197,0.097564856,19682
340,0.067001411165,0.100360876,20259
350,0.0675314722895,0.103515984,20827
360,0.0670891056451,0.106374416,21401
370,0.0693027923301,0.108956252,21976
380,0.0628078831408,0.111661307,22546
390,0.0681921086279,0.114339073,23134
400,0.0702874536062,0.116660564,23710
410,0.0717809201577,0.118961381,24288
420,0.0764287641439,0.121969643,24854
430,0.0791521507635,0.125011834,25423
440,0.0733435230286,0.127727574,25993
450,0.0834147286555,0.130917054,26577
460,0.0811160526309,0.133424008,27150
470,0.0768287812348,0.135604813,27743
480,0.0746160784211,0.137760495,28312
490,0.0725921052644,0.139855205,28903
500,0.0734436757026,0.141944467,29490
510,0.0815405020747,0.143973736,30071
520,0.0726348165397,0.14664104,30645
530,0.0725468496577,0.14970316,31217
540,0.0771294517366,0.152474615,31792
550,0.0767436799699,0.154943871,32379
560,0.0780885933726,0.157566238,32960
570,0.0739017692784,0.160144792,33549
580,0.0739920874148,0.162283739,34125
590,0.0758925499702,0.164659489,34711
600,0.0772705894696,0.166937271,35296
610,0.0731367806546,0.169238458,35874
620,0.0739596306487,0.171585537,36447
630,0.0740217272146,0.173456462,37028
640,0.0765315903919,0.175546338,37618
650,0.0714544802176,0.177513078,38190
660,0.0738116379111,0.179904253,38756
670,0.076390837565,0.18262282,39331
680,0.0769693543929,0.18509271,39910
690,0.0836161975368,0.187467685,40485
700,0.0802447978105,0.189708321,41051
710,0.0708578163177,0.192022585,41627
720,0.083075723034,0.194150039,42199
730,0.0779331010521,0.196669299,42775
740,0.0791262452178,0.19892628,43336
750,0.0791198887728,0.201458431,43900
760,0.0774807568591,0.204876246,44492
770,0.081238865763,0.207096187,45044
780,0.0804418419048,0.209040857,45613
790,0.0791570156353,0.211569138,46189
800,0.0823121998774,0.214115016,46774
810,0.0775610749035,0.216539494,47346
820,0.0850686451701,0.218807108,47923
830,0.0849518923388,0.221093021,48507
840,0.0849509174521,0.22311344,49075
850,0.075955675234,0.225104216,49643
860,0.0810739841703,0.227574077,50215
870,0.0774453490881,0.229953812,50798
880,0.0849298157676,0.232143645,51379
890,0.0837699093248,0.234230184,51976
900,0.087384129268,0.236166942,52560
910,0.0805738947333,0.238338393,53135
920,0.0833127544808,0.240347896,53707
930,0.0856839441992,0.24279183,54284
940,0.088598651149,0.245224162,54869
950,0.0868326671697,0.247552912,55447
960,0.0878205397303,0.249711653,56032
970,0.08313655826,0.252054609,56614
980,0.0903261661696,0.25408443,57193
990,0.0820517726575,0.25608604,57774
1000,0.0853105026135,0.258588363,58349
1010,0.0787744154458,0.261124678,58918
1020,0.0727551888699,0.263889984,59496
1030,0.0719998005776,0.26617154,60078
1040,0.0861895571778,0.268727417,60655
1050,0.0837242961474,0.270757641,61238
1060,0.0877271141518,0.273201535,61814
1070,0.085640855563,0.2755459,62379
1080,0.085458490577,0.277770966,62951
1090,0.0849818756805,0.2798031,63535
1100,0.0772829047152,0.281722618,64113
1110,0.0736985337968,0.283860751,64703
1120,0.0819907966438,0.285782795,65293
1130,0.0796953404089,0.287766308,65864
1140,0.0843370462434,0.289872898,66458
1150,0.0743774133266,0.292299393,67027
1160,0.0761718531286,0.294410845,67600
1170,0.0767126912571,0.296370791,68189
1180,0.0769479053751,0.298324022,68784
1190,0.0838689197126,0.300345649,69353
1200,0.0737516339063,0.302677508,69928
1210,0.0707189298556,0.30512887,70500
1220,0.0689188935689,0.307523281,71078
1230,0.0702450943859,0.309951447,71664
1240,0.0700293776088,0.311985347,72234
1250,0.0703399431437,0.31430081,72810
1260,0.0721888620698,0.316372489,73399
1270,0.0668331229356,0.318878351,73981
1280,0.0782937292876,0.321426553,74551
1290,0.0734252392354,0.324590627,75133
1300,0.0792142782594,0.326674785,75723
1310,0.0741734368456,0.328571517,76312
1320,0.0709025616743,0.330687342,76883
1330,0.078771170718,0.332640262,77459
1340,0.074855580721,0.335107059,78036
1350,0.0823465519062,0.337418441,78621
1360,0.0793862347526,0.339705704,79199
1370,0.077518624741,0.341849485,79783
1380,0.0731296417284,0.343799114,80367
1390,0.079052598947,0.346185528,80934
1400,0.0820322574182,0.348597865,81509
1410,0.0804531013467,0.351065036,82068
1420,0.083475122288,0.353028904,82647
1430,0.0794347874335,0.354985185,83222
1440,0.0789256582192,0.356965314,83790
1450,0.0832698823196,0.358932314,84352
1460,0.0877693115757,0.361083983,84922
1470,0.086687105092,0.363088153,85490
1480,0.0849787389427,0.365301878,86075
1490,0.0789876504282,0.367488654,86648
1500,0.078752350738,0.369642648,87231
1510,0.0787268948592,0.371804376,87802
1520,0.0915273406315,0.373840663,88381
1530,0.0814230980629,0.376070252,88961
1540,0.0803765053736,0.378528756,89552
1550,0.079221956544,0.381023051,90129
1560,0.0911594231957,0.383115076,90708
1570,0.0914108767043,0.385117166,91273
1580,0.0929478534581,0.387125967,91868
1590,0.0936018473048,0.389114741,92452
