iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.0908321942665,0.095084890624,0.0922987649515,0.759207518415,0.748223350254,0.74644549763,0.031161362
10,0.0672629719612,0.0743440789708,0.0701534408253,0.807467614935,0.78883248731,0.793838862559,0.095838866
20,0.0656868547454,0.0744706632211,0.0694569350813,0.812547625095,0.787817258883,0.802369668246,0.147777788
30,0.0651269139263,0.0747320554073,0.0697969145259,0.813055626111,0.780710659898,0.795734597156,0.196747449
40,0.064874512791,0.0746459777438,0.06999485756,0.813563627127,0.787817258883,0.795260663507,0.243216184
50,0.0646690967261,0.0744437377526,0.0700070454965,0.814833629667,0.783756345178,0.793838862559,0.293394165
60,0.064477095077,0.0745743443457,0.0699500556421,0.816865633731,0.786802030457,0.796208530806,0.337493624
70,0.0644204427494,0.0746434653776,0.0699634106886,0.815849631699,0.78578680203,0.799052132701,0.383594175
80,0.0643332458057,0.0745708007768,0.0699498860993,0.817373634747,0.78578680203,0.798578199052,0.432126277
90,0.0642472323663,0.0745668486756,0.0698771398216,0.817627635255,0.787817258883,0.797630331754,0.476444041
100,0.0641708354878,0.0745338441052,0.0699585519066,0.816865633731,0.78883248731,0.798578199052,0.52513566
110,0.0641007040859,0.0745882990605,0.0700349163485,0.816357632715,0.789847715736,0.796682464455,0.569629061
120,0.0640724335237,0.074646944681,0.0700846936791,0.814833629667,0.790862944162,0.796682464455,0.616989742
130,0.0640420890953,0.0747367307546,0.0701803919343,0.816103632207,0.792893401015,0.796208530806,0.660960449
140,0.0640110278299,0.0747547990694,0.0702176117685,0.815341630683,0.791878172589,0.797156398104,0.704482052
150,0.0639947170941,0.0748182767558,0.0702585651177,0.815595631191,0.791878172589,0.797156398104,0.75188268
160,0.0639739647078,0.074858863483,0.0703197078505,0.814325628651,0.789847715736,0.796208530806,0.79664697
170,0.0639578381178,0.0748843968143,0.0703876528452,0.815341630683,0.790862944162,0.794312796209,0.843920974
180,0.0639375057666,0.0748663364255,0.0704124315476,0.815595631191,0.790862944162,0.792890995261,0.888603816
190,0.0639177788914,0.0749635639231,0.0704648510024,0.816103632207,0.790862944162,0.79336492891,0.935971041
200,0.0639098010859,0.0749973893813,0.0704930102152,0.816103632207,0.790862944162,0.79336492891,0.984968052
210,0.063890942432,0.0750479740458,0.0704927030014,0.815849631699,0.791878172589,0.795260663507,1.030221376
220,0.0638710737632,0.075082221717,0.0704791638132,0.814579629159,0.790862944162,0.794786729858,1.076342931
230,0.0638586248244,0.0750264654974,0.0704848145584,0.814325628651,0.791878172589,0.79336492891,1.120690436
240,0.0638447560172,0.0750687735124,0.070492351944,0.815087630175,0.790862944162,0.794786729858,1.168122944
250,0.0638384968886,0.0751797390293,0.0704790056059,0.815087630175,0.78883248731,0.795260663507,1.216061243
260,0.0638287021603,0.0752230899735,0.0704515882959,0.814833629667,0.789847715736,0.793838862559,1.263394402
270,0.0638193973624,0.0751929610913,0.0704106008644,0.815087630175,0.790862944162,0.79336492891,1.308538214
280,0.0638070306279,0.0752397354336,0.0704245850509,0.815595631191,0.789847715736,0.79336492891,1.350999333
290,0.063792796087,0.0752426296644,0.0704264520415,0.816357632715,0.789847715736,0.793838862559,1.39394421
300,0.0637750786336,0.0752637554662,0.0704472509051,0.815595631191,0.787817258883,0.791943127962,1.439607202
310,0.0637649324029,0.0752981439021,0.0704697308382,0.814833629667,0.787817258883,0.792417061611,1.481719003
320,0.0637544843159,0.0753329983813,0.0705081039823,0.814325628651,0.786802030457,0.792890995261,1.527249992
330,0.0637164219962,0.0753117819507,0.0705596660997,0.814833629667,0.786802030457,0.792417061611,1.570917286
340,0.0636791209471,0.0752790713986,0.0706183989233,0.814833629667,0.786802030457,0.792890995261,1.613821669
350,0.0636592495456,0.0752531590812,0.0706345288872,0.815595631191,0.784771573604,0.791943127962,1.658957092
360,0.0636449478214,0.0752814961407,0.0706229750167,0.816103632207,0.78578680203,0.793838862559,1.702287135
370,0.0636271344735,0.0752935883377,0.0706629334829,0.816103632207,0.786802030457,0.792890995261,1.748614813
380,0.0636224039509,0.0753227543531,0.0706946093678,0.815595631191,0.786802030457,0.79336492891,1.791881132
390,0.0636165413577,0.0753142146586,0.0707156699457,0.815595631191,0.784771573604,0.79336492891,1.836418522
400,0.0636054292458,0.0753030955137,0.0707153965207,0.816357632715,0.784771573604,0.793838862559,1.879742995
410,0.063591916507,0.0753139446458,0.0707038510804,0.816611633223,0.784771573604,0.794312796209,1.924712684
420,0.0635847452986,0.0753347927059,0.0707257074423,0.816865633731,0.78578680203,0.794312796209,1.969674894
430,0.0635809436331,0.0753787454368,0.0707507817881,0.816357632715,0.78578680203,0.794786729858,2.019842488
440,0.0635785014049,0.0754088998931,0.0707640517679,0.816103632207,0.78578680203,0.794312796209,2.075886632
450,0.0635768115474,0.0754289164642,0.0707665126448,0.816611633223,0.786802030457,0.793838862559,2.122123087
460,0.0635745473207,0.0754277197246,0.0707677583287,0.816103632207,0.784771573604,0.794312796209,2.167236802
470,0.063573708432,0.0754489809202,0.0707754992158,0.816103632207,0.784771573604,0.794786729858,2.213898344
480,0.0635719261684,0.0754754239869,0.0707936894475,0.816357632715,0.78578680203,0.794786729858,2.261082256
490,0.0635701978774,0.0754565797629,0.070784517844,0.815849631699,0.78578680203,0.793838862559,2.305688667
500,0.0635687461562,0.0754754154584,0.070789341142,0.815849631699,0.78578680203,0.794786729858,2.349137111
